Trait,Chromosome,Marker,Position(cM),LOD(H0:H1),R2(H0:H1),TR2(H0:H1),Additive(H1),S1
6,7,217,123.31,2.743424,0.068076,0.44556,0.21194,0.303521
6,7,217,124.31,2.898546,0.070148,0.447632,0.215103,0.269624
6,7,221,124.43,3.146835,0.075555,0.453039,0.223948,0.320634
6,7,223,124.62,3.205169,0.077192,0.454676,0.226418,0.370587
6,7,224,124.65,3.324839,0.079735,0.457219,0.230266,0.409514
6,7,224,125.65,3.585341,0.08732,0.464804,0.24162,0.532739
6,7,225,126.35,3.700415,0.089547,0.467031,0.244978,0.57548
6,7,225,127.35,3.96803,0.0959,0.473384,0.253421,0.637419
6,7,226,127.43,3.969909,0.0957,0.473184,0.253211,0.622935
6,7,226,128.43,3.769352,0.091402,0.468886,0.24771,0.575256
6,7,227,129.04,3.625826,0.087322,0.464806,0.242381,0.532237
6,7,227,130.04,3.970621,0.101007,0.478491,0.260038,0.848271
6,7,227,131.04,3.951284,0.097855,0.475339,0.256334,0.666937
6,7,230,131.52,3.627133,0.086257,0.463741,0.240527,0.390189
6,7,238,132.35,3.637899,0.086625,0.464109,0.241023,0.39425
6,8,1,0.01,0.147157,0.003185,0.475594,0.046173,0.385295
6,8,5,0.62,0.101777,0.002204,0.474614,0.038506,0.389444
6,8,6,1.11,0.058745,0.001274,0.473684,0.029306,0.398331
6,8,9,1.72,0.010053,2.18e-4,0.472628,0.012099,0.470206
6,8,9,2.72,0.011631,2.57e-4,0.472667,-0.013179,0.645996
6,8,12,2.93,0.02094,4.54e-4,0.472864,-0.017527,0.68831
6,8,14,3.04,0.003032,6.6e-5,0.472476,0.006683,0.479419
6,8,18,3.47,0.004392,9.5e-5,0.472505,-0.008032,0.592916
6,8,18,4.47,0.004998,1.15e-4,0.472525,-0.008802,0.602393
6,8,18,5.47,0.005554,1.32e-4,0.472542,-0.00942,0.611638
6,8,18,6.47,0.006016,1.44e-4,0.472554,-0.009822,0.619923
6,8,18,7.47,0.006347,1.49e-4,0.472559,-0.009972,0.626625
6,8,18,8.47,0.006534,1.47e-4,0.472556,-0.009882,0.631448
6,8,19,9.02,0.005502,1.19e-4,0.472529,-0.008912,0.62369
6,8,21,9.08,0.001503,3.2e-5,0.472442,-0.004665,0.579467
6,8,21,10.08,0.00108,2.4e-5,0.472434,0.003994,0.509803
6,8,22,10.89,0.007447,1.62e-4,0.472572,0.010408,0.470622
6,8,23,11.8,0.051808,0.001122,0.473532,-0.02751,0.683483
6,8,23,12.8,0.048178,0.001052,0.473462,-0.026612,0.678541
6,8,23,13.8,0.044408,9.69e-4,0.473379,-0.025519,0.671781
6,8,29,14.53,0.080686,0.001747,0.474156,-0.034422,0.786053
6,8,29,15.53,0.087218,0.001892,0.474302,-0.035812,0.802063
6,8,30,16.05,0.090169,0.001956,0.474366,-0.036404,0.809296
6,8,30,17.05,0.049561,0.001105,0.473515,-0.027345,0.721847
6,8,30,18.05,0.019842,4.37e-4,0.472847,-0.017227,0.640617
6,8,32,18.17,0.017553,3.85e-4,0.472795,-0.016179,0.633378
6,8,32,19.17,0.040143,8.73e-4,0.473283,-0.02434,0.721521
6,8,33,19.26,0.042174,9.14e-4,0.473324,-0.024903,0.729011
6,8,35,20.17,0.037377,8.1e-4,0.47322,-0.023342,0.728424
6,8,36,20.93,0.037133,8.05e-4,0.473215,-0.023279,0.727674
6,8,36,21.93,0.015277,3.58e-4,0.472768,-0.015517,0.647896
6,8,36,22.93,0.002225,5.2e-5,0.472462,-0.005915,0.574156
6,8,37,23.9,6.45e-4,1.4e-5,0.472424,0.003066,0.52439499999999994
6,8,40,24.66,0.00201,4.4e-5,0.472453,0.005401,0.514286
6,8,40,25.66,0.015051,3.28e-4,0.472738,0.014921,0.478148
6,8,41,26.15,0.025984,5.63e-4,0.472973,0.019645,0.463277
6,8,42,27.09,0.059478,0.001291,0.473701,0.029789,0.453537
6,8,43,27.51,0.012845,2.79e-4,0.472689,0.013957,0.485031
6,8,45,27.8,0.056211,0.001218,0.473627,0.029332,0.457371
6,8,45,28.8,0.056204,0.001219,0.473629,0.029346,0.457375
6,8,46,29.47,0.056199,0.001217,0.473627,0.029329,0.457376
6,8,50,30.4,0.057038,0.001236,0.473646,0.029555,0.457197
6,8,52,30.87,0.09759,0.002115,0.474525,0.038662,0.45481
6,8,53,31.16,0.046456,0.001006,0.473416,0.026756,0.465032
6,8,54,31.32,0.045628,9.89e-4,0.473399,0.026527,0.465273
6,8,55,32.1,0.003428,7.5e-5,0.472485,0.007276,0.509194
6,8,59,32.68,8.3e-4,1.8e-5,0.472428,0.00353,0.525694
6,8,64,33.26,0.001024,2.2e-5,0.472432,-0.003921,0.557593
6,8,65,33.61,1.18e-4,3e-6,0.472413,-0.001336,0.545279
6,8,66,34.5,4.34e-4,9e-6,0.472419,-0.002561,0.549573
6,8,67,34.84,0.026534,5.75e-4,0.472985,-0.01988,0.632892
6,8,68,35.44,0.034804,7.58e-4,0.473168,-0.02282,0.652313
6,8,70,36.42,0.048445,0.001055,0.473465,-0.026872,0.68275
6,8,72,36.91,0.099286,0.002149,0.474559,-0.038261,0.78596
6,8,75,37.38,0.221528,0.004782,0.477192,-0.057659,0.853607
6,8,76,37.67,0.221524,0.004782,0.477192,-0.057659,0.853601
6,8,80,38.62,0.218548,0.004727,0.477137,-0.057321,0.85066
6,8,81,39.19,0.070025,0.001517,0.473927,-0.032394,0.677795
6,8,82,39.64,0.08758,0.00191,0.47432,-0.036847,0.714045
6,8,82,40.64,0.043976,9.7e-4,0.47338,-0.026321,0.6282
6,8,83,41.23,0.0248,5.37e-4,0.472947,-0.019631,0.588771
6,8,84,41.97,0.025354,5.49e-4,0.472959,-0.019855,0.589792
6,8,85,42.33,0.048007,0.00104,0.47345,-0.027402,0.630164
6,8,89,42.42,0.048282,0.001046,0.473456,-0.027487,0.630608
6,8,96,43.33,0.073402,0.001591,0.474001,-0.034077,0.665848
6,8,96,44.33,0.002724,6.1e-5,0.472471,-0.006627,0.548668
6,8,102,44.7,7.6e-4,1.6e-5,0.472426,-0.003473,0.543786
6,8,103,45.18,0.001785,3.9e-5,0.472449,-0.005338,0.546989
6,8,104,45.85,0.005733,1.26e-4,0.472536,-0.009631,0.554724
6,8,105,46.08,0.129147,0.002797,0.475207,-0.045386,0.567183
6,8,108,46.89,0.036112,7.82e-4,0.473192,-0.024162,0.536102
6,8,110,47.44,0.021241,4.61e-4,0.47287,-0.01866,0.535285
6,8,110,48.44,0.053691,0.001176,0.473586,-0.029808,0.563244
6,8,111,48.78,0.066962,0.00145,0.47386,-0.033104,0.576964
6,8,116,49.29,0.075062,0.001625,0.474035,-0.035149,0.597656
6,8,116,50.29,0.102506,0.002232,0.474642,-0.040644,0.627069
6,8,117,50.9,0.120241,0.002601,0.475011,-0.043645,0.644053
6,8,117,51.9,0.120184,0.002602,0.475012,-0.043649,0.643977
6,8,119,52.34,0.133968,0.002901,0.475311,-0.046161,0.654402
6,8,119,53.34,0.114989,0.002524,0.474934,-0.042875,0.618312
6,8,124,53.5,0.110502,0.002391,0.474801,-0.041714,0.609644
6,8,124,54.5,0.111218,0.002408,0.474818,-0.041435,0.60885
6,8,126,54.63,0.112006,0.002424,0.474834,-0.041538,0.608927
6,8,128,55.54,0.181896,0.003932,0.476342,-0.053291,0.687071
6,8,128,56.54,0.265284,0.005795,0.478205,-0.06376,0.832573
6,8,130,57.11,0.316426,0.006862,0.479272,-0.069005,0.904833
6,8,130,58.11,0.429363,0.010184,0.482594,-0.083494,0.328341
6,8,131,58.83,0.443085,0.009585,0.481995,-0.080872,0.18546
6,8,132,59.21,0.429202,0.009274,0.481684,-0.079473,0.185533
6,8,134,59.5,0.52937,0.01136,0.483769,-0.088163,0.218163
6,8,136,59.81,0.480406,0.010373,0.482783,-0.084543,0.204117
6,8,138,60.13,0.142253,0.003076,0.475486,-0.045886,0.355456
6,8,139,60.74,0.14302,0.003094,0.475504,-0.046016,0.355497
6,8,139,61.74,0.229171,0.005036,0.477445,-0.058578,0.371423
6,8,139,62.74,0.328645,0.00711,0.479519,-0.069544,0.400984
6,8,141,62.9,0.344316,0.007416,0.479825,-0.071022,0.405592
6,8,143,63.04,0.344316,0.007416,0.479826,-0.071023,0.405593
6,8,143,64.04,0.34431,0.007422,0.479831,-0.07105,0.405624
6,8,144,64.55,0.343438,0.007402,0.479812,-0.070956,0.406012
6,8,144,65.55,0.251132,0.005703,0.478113,-0.062221,0.462395
6,8,144,66.55,0.155945,0.003431,0.475841,-0.048205,0.551301
6,8,148,66.72,0.118665,0.002567,0.474977,-0.041824,0.549943
6,8,148,67.72,0.118665,0.002568,0.474978,-0.041831,0.549944
6,8,149,67.96,0.118665,0.002567,0.474977,-0.041823,0.549943
6,8,151,68.89,0.093541,0.002024,0.474434,-0.037369,0.533935
6,8,151,69.89,0.093541,0.002025,0.474435,-0.037376,0.533935
6,8,153,70.13,0.093541,0.002024,0.474434,-0.037369,0.533933
6,8,153,71.13,0.093541,0.002025,0.474435,-0.037376,0.533934
6,8,157,71.37,0.093541,0.002024,0.474434,-0.037369,0.533933
6,8,157,72.37,0.093541,0.002025,0.474435,-0.037376,0.533934
6,8,159,72.62,0.093541,0.002024,0.474434,-0.037369,0.533933
6,8,159,73.62,0.093549,0.002027,0.474436,-0.037387,0.533943
6,8,160,74.17,0.09441,0.002044,0.474454,-0.037539,0.534454
6,8,163,74.62,0.098147,0.002124,0.474534,-0.037839,0.531241
6,8,164,74.75,0.097456,0.00211,0.474519,-0.037703,0.530698
6,8,167,75.07,0.00442,9.6e-5,0.472506,-0.007985,0.556078
6,8,172,75.52,0.004374,9.5e-5,0.472505,-0.007944,0.555943
6,8,172,76.52,9.68e-4,2.1e-5,0.472431,-0.003756,0.544835
6,8,172,77.52,1.8e-5,0,0.47241,5.02e-4,0.539086
6,8,179,77.76,1.48e-4,3e-6,0.472413,0.001458,0.538568
6,8,182,78.33,3.87e-4,8e-6,0.472418,0.002365,0.538743
6,8,187,78.37,0.003739,8.1e-5,0.472491,0.007346,0.540249
6,8,188,78.83,0.010125,2.21e-4,0.472631,-0.012096,0.55408
6,8,188,79.83,0.01846,4.1e-4,0.47282,-0.016479,0.561393
6,8,189,80.46,0.024055,5.21e-4,0.472931,-0.018573,0.565015
6,8,189,81.46,0.01924,4.18e-4,0.472828,-0.016589,0.563788
6,8,190,81.7,0.018257,3.96e-4,0.472805,-0.01615,0.563373
6,8,190,82.7,0.023816,5.17e-4,0.472926,-0.018484,0.574574
6,8,192,82.86,0.024811,5.38e-4,0.472948,-0.018876,0.576426
6,8,193,83.77,0.032818,7.11e-4,0.473121,-0.021745,0.586837
6,8,193,84.77,0.032818,7.12e-4,0.473121,-0.021751,0.586837
6,8,196,85.15,0.062299,0.001351,0.473761,-0.030034,0.632953
6,8,196,86.15,0.164281,0.003648,0.476057,-0.049469,0.716988
6,8,197,86.52,0.20746,0.004484,0.476894,-0.054919,0.743579
6,8,197,87.52,0.305788,0.006708,0.479118,-0.06696,0.881262
6,8,199,87.9,0.337316,0.007272,0.479682,-0.069675,0.924426
6,8,199,88.9,0.154336,0.003481,0.475891,-0.048226,0.742635
6,8,200,89.46,0.077356,0.001675,0.474085,-0.033535,0.657384
6,8,202,89.72,0.071477,0.001567,0.473977,-0.032436,0.659301
6,8,203,89.94,4e-6,0,0.47241,-2.24e-4,0.541595
6,8,206,90.46,0.01733,3.76e-4,0.472786,-0.015784,0.724669
6,8,209,91.13,0.001892,4.1e-5,0.472451,-0.005247,0.594161
6,8,209,92.13,0.105828,0.002561,0.474971,-0.041275,0.819783
6,8,211,92.83,0.13422,0.002903,0.475313,-0.044161,0.712655
6,8,212,93.29,0.123929,0.002697,0.475107,-0.042562,0.700827
6,8,212,94.29,0.072843,0.001752,0.474162,-0.034074,0.696261
6,8,212,95.29,0.027394,6.1e-4,0.47302,-0.020025,0.651093
6,8,215,95.45,0.008269,1.79e-4,0.472589,-0.010851,0.59491
6,8,215,96.45,1.23e-4,3e-6,0.472413,-0.001328,0.544462
6,8,216,97.04,0.001252,2.7e-5,0.472437,0.004228,0.52678
6,8,217,97.64,0.001108,2.4e-5,0.472434,0.003981,0.527434
6,8,217,98.64,0.032876,7.45e-4,0.473155,-0.022426,0.662493
6,8,219,98.95,0.058553,0.001268,0.473678,-0.029423,0.722214
6,8,220,99.67,0.058987,0.001278,0.473688,-0.029536,0.723263
6,8,222,100.6,0.091966,0.001991,0.474401,-0.036499,0.7908
6,8,224,101.35,0.133065,0.002878,0.475288,-0.044026,0.866649
6,8,224,102.35,0.133065,0.002879,0.475289,-0.044034,0.866649
6,8,228,102.6,0.304049,0.006556,0.478966,-0.06709,1.145921
6,8,229,103.07,0.203925,0.004416,0.476826,-0.05499,0.962386
6,8,229,104.07,0.370668,0.0084,0.48081,-0.075174,0.899608
6,8,234,104.44,0.209116,0.004524,0.476934,-0.055248,0.679415
6,8,234,105.44,0.16982,0.004047,0.476457,-0.052174,0.749833
6,8,235,106.29,0.114813,0.002485,0.474895,-0.040942,0.786254
6,8,235,107.29,0.060286,0.001338,0.473748,-0.029907,0.693308
6,8,237,107.59,0.046458,0.001026,0.473436,-0.02617,0.666894
6,8,238,108.11,0.017966,3.89e-4,0.472799,-0.016076,0.609619
6,8,240,108.62,0.017814,3.86e-4,0.472796,-0.016008,0.609927
6,8,240,109.62,0.047562,0.001045,0.473455,-0.026241,0.686403
6,8,242,110.41,0.080809,0.001752,0.474162,-0.033961,0.760248
6,8,243,111.32,0.234511,0.005066,0.477476,-0.057838,0.856386
6,8,244,112.23,0.275724,0.005946,0.478356,-0.062843,0.887014
6,8,244,113.23,0.20429,0.004429,0.476839,-0.054245,0.780034
6,8,245,113.61,0.177542,0.003839,0.476249,-0.050524,0.736646
6,8,246,113.96,0.104891,0.002271,0.474681,-0.039047,0.637358
6,8,247,114.64,0.108926,0.00236,0.47477,-0.039809,0.641621
6,8,248,115.07,0.144438,0.00313,0.47554,-0.04603,0.682864
6,8,250,115.44,0.231516,0.005008,0.477418,-0.058414,0.767799
6,8,250,116.44,0.164671,0.003709,0.476118,-0.050286,0.70827
6,8,250,117.44,0.105005,0.002405,0.474815,-0.040538,0.650346
6,8,250,118.44,0.056771,0.001284,0.473694,-0.02968,0.601772
6,8,253,119.43,0.049813,0.00108,0.47349,-0.027205,0.608497
6,9,4,0.01,0.162495,0.003512,0.475922,0.049214,0.564236
6,9,4,1.01,0.16249,0.003513,0.475922,0.049216,0.564234
6,9,5,1.09,0.165349,0.003584,0.475994,0.049734,0.566378
6,9,6,1.46,0.265059,0.005718,0.478128,0.063786,0.632385
6,9,6,2.46,0.195889,0.004232,0.476642,0.054654,0.56658
6,9,7,2.48,0.196615,0.004267,0.476677,0.054876,0.569467
6,9,8,2.94,0.215956,0.004663,0.477073,0.057522,0.758923
6,9,8,3.94,0.181846,0.003961,0.476371,0.052897,0.70374
6,9,8,4.94,0.150432,0.003276,0.475685,0.048101,0.650914
6,9,9,5.74,0.127272,0.002753,0.475163,0.044172,0.612474
6,9,9,6.74,0.089359,0.001979,0.474389,0.03738,0.571178
6,9,9,7.74,0.056382,0.00124,0.47365,0.029602,0.537138
6,9,11,8.23,0.219406,0.004764,0.477174,0.058851,0.600545
6,9,12,8.46,0.043107,9.35e-4,0.473345,0.025734,0.525587
6,9,12,9.46,0.056619,0.001306,0.473716,0.030612,0.528609
6,9,12,10.46,0.069019,0.001583,0.473993,0.034039,0.531359
6,9,13,11.31,0.077234,0.001674,0.474083,0.035408,0.532385
6,9,13,12.31,0.098557,0.002167,0.474577,0.041431,0.538379
6,9,15,12.35,0.084173,0.001848,0.474258,0.037316,0.537862
6,9,17,12.74,0.050889,0.001103,0.473512,0.028307,0.522732
6,9,17,13.74,0.060596,0.001327,0.473737,0.030975,0.53175
6,9,17,14.74,0.071042,0.001562,0.473971,0.033543,0.542358
6,9,17,15.74,0.082129,0.0018,0.47421,0.03598,0.554273
6,9,17,16.74,0.093745,0.002035,0.474445,0.038244,0.567152
6,9,18,16.84,0.094781,0.002056,0.474465,0.038434,0.568326
6,9,18,17.84,0.091752,0.001998,0.474408,0.037891,0.566294
6,9,18,18.84,0.088751,0.001933,0.474343,0.037278,0.564204
6,9,18,19.84,0.085789,0.001862,0.474272,0.036603,0.562069
6,9,19,20.17,0.083478,0.001816,0.474226,0.036156,0.562982
6,9,21,21.04,7.63e-4,1.7e-5,0.472427,0.003471,0.564936
6,9,21,22.04,0,0,0.47241,-5e-5,0.539118
6,9,21,23.04,8.82e-4,2.1e-5,0.472431,-0.003889,0.512838
6,9,21,24.04,0.003497,8.4e-5,0.472494,-0.007767,0.488108
6,9,21,25.04,0.00769,1.8e-4,0.47259,-0.011402,0.466301
6,9,21,26.04,0.013102,2.93e-4,0.472703,-0.014568,0.448019
6,9,22,26.42,0.015419,3.38e-4,0.472748,-0.015639,0.44192
6,9,22,27.42,0.026619,5.9e-4,0.473,-0.020433,0.42076
6,9,24,28.31,0.011512,2.51e-4,0.472661,-0.013255,0.455059
6,9,25,28.82,0.002098,4.6e-5,0.472456,0.005624,0.580774
6,9,26,29.71,0.001695,3.7e-5,0.472447,0.0051,0.571408
6,9,28,30.17,0.057682,0.001257,0.473667,-0.029674,0.325868
6,9,28,31.17,0.047129,0.001113,0.473523,-0.027951,0.35337
6,9,28,32.17,0.035579,8.82e-4,0.473291,-0.02491,0.388672
6,9,28,33.17,0.024211,6.05e-4,0.473015,-0.020673,0.42916
6,9,28,34.17,0.014356,3.46e-4,0.472756,-0.015665,0.46918
6,9,30,34.38,0.012582,2.99e-4,0.472709,-0.014581,0.47691
6,9,30,35.38,0.00561,1.32e-4,0.472542,-0.009716,0.511118
6,9,30,36.38,0.001393,3.1e-5,0.472441,-0.004747,0.531995
6,9,31,36.82,4.71e-4,1e-5,0.47242,-0.002723,0.536712
6,9,32,37.51,0.001227,2.7e-5,0.472436,-0.004403,0.535865
6,9,32,38.51,0.001227,2.7e-5,0.472436,-0.004404,0.535865
6,9,33,38.79,0.001052,2.3e-5,0.472433,-0.004081,0.536175
6,9,34,39.79,0.05231,0.001133,0.473543,0.028955,0.525487
6,9,34,40.79,0.019506,4.25e-4,0.472835,0.01759,0.518845
6,9,35,41.1,0.013244,2.87e-4,0.472697,0.014425,0.51943
6,9,36,41.41,0.033465,7.39e-4,0.473149,0.023101,0.523188
6,9,39,42.14,0.029604,6.44e-4,0.473053,0.021315,0.511916
6,9,39,43.14,3e-5,1e-6,0.472411,-6.91e-4,0.535884
6,9,40,43.23,2.32e-4,5e-6,0.472415,-0.001903,0.528565
6,9,43,43.66,0.031086,6.73e-4,0.473083,0.022074,0.707522
6,9,43,44.66,0.028715,6.25e-4,0.473035,0.021152,0.702743
6,9,43,45.66,0.02643,5.75e-4,0.472985,0.020192,0.697229
6,9,45,46.55,0.024501,5.31e-4,0.472941,0.019323,0.6919
6,9,47,46.66,0.023097,5.01e-4,0.472911,0.018774,0.686332
6,9,48,46.82,0.006779,1.47e-4,0.472557,0.010154,0.608808
6,9,48,47.82,0.015114,3.35e-4,0.472745,0.015303,0.645765
6,9,49,48.23,0.019043,4.22e-4,0.472832,0.017174,0.659343
6,9,50,49.15,0.002845,6.2e-5,0.472472,0.006564,0.584352
6,9,53,49.63,0.002428,5.3e-5,0.472463,0.00604,0.580555
6,9,54,50.08,0.049048,0.001062,0.473472,0.02711,0.701702
6,9,57,50.53,0.059528,0.001292,0.473702,0.029704,0.731148
6,9,57,51.53,0.074946,0.001798,0.474208,0.035187,0.731572
6,9,57,52.53,0.080102,0.001804,0.474214,0.035464,0.717653
6,9,59,52.76,0.080128,0.001745,0.474155,0.034933,0.714464
6,9,59,53.76,0.133728,0.002893,0.475303,0.044999,0.815785
6,9,60,53.79,0.133984,0.002899,0.475308,0.04504,0.816291
6,9,61,54.24,0.094105,0.002039,0.474449,0.037848,0.742284
6,9,63,54.69,0.052736,0.00115,0.47356,0.028648,0.676481
6,9,65,54.82,0.128166,0.002772,0.475182,0.04449,0.811185
6,9,65,55.82,0.128167,0.002773,0.475183,0.0445,0.811182
6,9,67,56.11,0.12617,0.002733,0.475143,0.044173,0.80869
6,9,83,56.56,0.047931,0.001038,0.473448,0.027007,0.689653
6,9,84,57.36,0.04811,0.001042,0.473452,0.027056,0.690076
6,9,96,57.89,0.04411,9.55e-4,0.473365,0.025638,0.67109
6,9,104,58.4,0.102363,0.002326,0.474736,0.040296,0.731234
6,9,105,58.42,0.175302,0.00379,0.4762,0.052061,0.769807
6,9,105,59.42,0.229557,0.005091,0.477501,0.060465,0.825189
6,9,105,60.42,0.28683,0.006352,0.478762,0.067659,0.88103
6,9,105,61.42,0.344492,0.007465,0.479875,0.073464,0.933278
6,9,106,61.64,0.356467,0.007675,0.480085,0.074514,0.943507
6,9,115,62.64,0.427625,0.009194,0.481604,0.081194,1.047618
6,9,115,63.64,0.376438,0.008143,0.480553,0.076048,0.970427
6,9,118,64.62,0.327798,0.007063,0.479473,0.070506,0.877583
6,9,118,65.62,0.264017,0.005757,0.478167,0.06347,0.807983
6,9,121,66.47,0.212312,0.004584,0.476994,0.056508,0.733743
6,9,121,67.47,0.212316,0.004592,0.477002,0.056551,0.7337
6,9,125,68.42,0.108243,0.002346,0.474756,0.040148,0.654969
6,9,125,69.42,0.244305,0.005605,0.478014,0.062019,0.628153
6,9,126,70.32,0.377667,0.008128,0.480538,0.074722,0.600305
6,9,126,71.32,0.377668,0.008133,0.480543,0.074743,0.600265
6,9,128,71.69,0.378231,0.008141,0.480551,0.074784,0.600959
6,9,128,72.69,0.43548,0.009452,0.481862,0.080733,0.664219
6,9,128,73.69,0.493398,0.010663,0.483073,0.085928,0.717762
6,9,130,74.27,0.526267,0.011291,0.483701,0.088529,0.741208
6,9,135,74.38,0.525971,0.011285,0.483695,0.088504,0.741026
6,9,135,75.38,0.49625,0.010664,0.483074,0.085873,0.712499
6,9,137,75.66,0.490153,0.010535,0.482945,0.085321,0.701602
6,9,137,76.66,0.665515,0.014468,0.486878,0.099966,0.743415
6,9,138,77.01,0.71582,0.015298,0.487708,0.102807,0.757238
6,9,139,77.46,0.717941,0.015364,0.487774,0.103031,0.756537
6,9,139,78.46,0.881304,0.019288,0.491698,0.115829,0.727623
6,9,140,78.97,0.931407,0.019862,0.492272,0.117824,0.712956
6,9,141,79.52,0.84967,0.018114,0.490524,0.112745,0.71708
6,9,141,80.52,0.67902,0.014625,0.487035,0.101464,0.601939
6,9,142,80.79,0.633024,0.013551,0.485961,0.097752,0.565663
6,9,143,80.88,0.630277,0.013502,0.485912,0.09756,0.564348
6,9,144,81.7,0.403332,0.008678,0.481088,0.077246,0.447252
6,9,146,82.37,0.312881,0.006742,0.479152,0.068714,0.453875
6,9,147,83.28,0.322142,0.00694,0.47935,0.069752,0.44755
6,9,148,84.02,0.32214,0.00694,0.47935,0.069752,0.447555
6,9,149,84.15,0.322224,0.006944,0.479354,0.069774,0.447539
6,9,149,85.15,0.326586,0.00722,0.47963,0.071095,0.438915
6,9,149,86.15,0.322948,0.007106,0.479516,0.070581,0.41637
6,9,150,86.85,0.318173,0.006861,0.47927,0.069457,0.395588
6,9,151,87.76,0.531153,0.011401,0.483811,0.089797,0.517441
6,9,151,88.76,0.484361,0.01053,0.48294,0.087714,0.512318
6,9,152,88.95,0.473888,0.010202,0.482612,0.086716,0.500298
6,9,152,89.95,0.84397200000000006,0.018947,0.491357,0.11999,0.32126
6,9,158,90.56,0.816915,0.01743,0.48984,0.117706,0.300303
6,9,158,91.56,0.773026,0.016734,0.489144,0.116991,0.264756
6,9,160,91.93,0.70637,0.015109,0.487518,0.111882,0.228556
6,9,160,92.93,0.56712,0.012913000000000001,0.485322,0.103172,0.28683
6,9,161,93.05,0.550167,0.012601,0.485011,0.101908,0.297861
6,9,161,94.05,0.501338,0.010923,0.483333,0.096802,0.458959
6,9,162,94.11,0.49253,0.010598,0.483008,0.09545,0.478201
6,9,163,94.42,0.418757,0.009071,0.481481,0.08805,0.46686
6,9,164,94.6,0.514895,0.011065,0.483475,0.096987,0.511203
6,9,165,95.02,0.751618,0.016051,0.488461,0.119794,0.715622
6,9,165,96.02,0.751657,0.016085,0.488494,0.119888,0.715221
6,9,167,96.92,0.669492,0.014339,0.486749,0.116345,0.682866
6,9,168,97.07,0.719367,0.015626,0.488036,0.121734,0.729333
6,9,169,97.63,0.65143,0.013974,0.486384,0.116718,0.861524
6,9,170,97.87,0.521434,0.011221,0.483631,0.103746,0.720984
6,9,170,98.87,0.737254,0.01726,0.48967,0.131085,0.415613
6,9,173,99.84,0.839473,0.01792,0.49033,0.13619,0.309476
6,9,173,100.84,0.713562,0.015617,0.488027,0.132286,0.370204
6,9,176,100.95,0.686901,0.014747,0.487157,0.129345,0.381711
6,9,176,101.95,0.570885,0.013937,0.486347,0.126661,0.545829
6,9,177,102.24,0.459481,0.00987,0.48228,0.107607,0.680066
6,9,177,103.24,0.459489,0.009876,0.482286,0.107626,0.68002
6,9,178,103.45,0.460599,0.009909,0.482319,0.107849,0.681422
6,9,179,104.26,0.141232,0.003318,0.433486,-0.047419,1.687327
6,9,179,105.26,0.176154,0.004155,0.434324,-0.052971,1.69239
6,9,179,106.26,0.213141,0.00498,0.435149,-0.057946,1.697567
6,9,182,106.39,0.364629,0.008479,0.438647,-0.075422,1.722604
6,9,183,106.78,0.369987,0.00862,0.438788,-0.076051,1.730464
6,9,184,107.53,0.226899,0.005318,0.435486,-0.059857,1.704139
6,9,184,108.53,0.33068,0.008216,0.438385,-0.074190999999999993,1.407932
6,9,185,109.25,0.376606,0.008774,0.438942,-0.076523,1.288884
6,9,186,109.34,0.376789,0.00878,0.438948,-0.076552,1.288748
6,9,189,110.05,0.292074,0.006834,0.437002,-0.067449,1.268285
6,9,190,110.37,0.472229,0.011011,0.44118,-0.086029,0.995457
6,9,190,111.37,0.679579,0.016602,0.446771,-0.105615,0.769043
6,9,193,112.25,0.818632,0.018877,0.449045,-0.112774,0.680598
6,9,193,113.25,1.193654,0.02756,0.457728,-0.13629,0.575059
6,9,194,113.46,1.266046,0.028927,0.459095,-0.139685,0.55685
6,9,194,114.46,1.561124,0.036658,0.466826,-0.158214,0.503541
6,9,194,115.46,1.807034,0.041184,0.471352,-0.168669,0.536818
6,9,196,115.71,1.85693,0.04192,0.472088,-0.170402,0.54367
6,9,197,116.51,1.556066,0.035317,0.465485,-0.156607,0.50297
6,9,199,117.14,1.65378,0.037543,0.467711,-0.160663,0.556617
6,9,200,118.05,1.356463,0.030923,0.461091,-0.14563,1.616016
6,9,201,118.5,1.183615,0.027069,0.457238,-0.135829,1.453918
6,9,202,118.95,1.258088,0.028763,0.458931,-0.140106,1.694905
6,9,203,119.4,0.948487,0.021812,0.45198,-0.121234,1.468446
6,9,205,119.95,0.730299,0.016922,0.447091,-0.106905,1.345576
6,9,205,120.95,1.249955,0.029375,0.459543,-0.141457,0.7648
6,9,206,121.22,1.348084,0.030742,0.46091,-0.144838,0.733746
6,9,207,121.76,1.291045,0.029727,0.459895,-0.142386,0.725634
6,9,208,122.36,1.349346,0.03111,0.461279,-0.145701,0.74012
6,9,208,123.36,1.502426,0.034435,0.464603,-0.153655,0.819835
6,9,209,123.84,1.565343,0.035526,0.465694,-0.156339,0.817896
6,9,209,124.84,1.445117,0.033446,0.463614,-0.152112,0.790948
6,9,209,125.84,1.29932,0.029973,0.460141,-0.144871,0.713295
6,9,210,126.15,0.059954,0.001299,0.473709,-0.04198,0.540044
6,9,211,126.47,0.024741,5.36e-4,0.472946,-0.026188,0.520089
6,9,212,127.17,0.079353,0.001717,0.474127,-0.045664,0.535688
6,9,212,128.17,0.079384,0.001718,0.474128,-0.045673,0.535701
6,9,220,128.19,0.107887,0.002334,0.474744,-0.047221,0.645178
