Trait,Chromosome,Marker,Position(cM),LOD(H0:H1),R2(H0:H1),TR2(H0:H1),Additive(H1),S1
6,9,12,14.11,0.015647,3.24e-4,0.274193,0.014248,9.444403
6,9,12,15.11,0.001479,3e-5,0.273899,0.004326,9.210954
6,9,13,15.33,5.09e-4,1e-5,0.273879,0.002528,9.171798
6,9,13,16.33,0.056722,0.001246,0.275115,0.02799,9.465598
6,9,14,17.21,0.169127,0.003421,0.27729,0.046738,9.443658
6,9,14,18.21,0.136692,0.002876,0.276745,0.042809,9.43838
6,9,14,19.21,0.103804,0.002202,0.276071,0.03744,9.396577
6,9,14,20.21,0.073253,0.001518,0.275386,0.031086,9.33596
6,9,16,20.54,0.065106,0.001331,0.2752,0.029113,9.317613
6,9,16,21.54,0.154931,0.003226,0.277094,0.04502,9.527982
6,9,17,22.07,0.245661,0.005107,0.278976,0.056645,9.57365
6,9,18,22.15,0.510706,0.010292,0.28416,0.08145,9.165061
6,9,18,23.15,0.624379,0.013297,0.287166,0.091953,9.273552
6,9,18,24.15,0.742461,0.016299,0.290168,0.101245,9.364043
6,9,18,25.15,0.85955,0.019006,0.292874,0.108854,9.407316
6,9,18,26.15,0.971016,0.021213,0.295082,0.114609,9.385365
6,9,18,27.15,1.073584,0.022824,0.296693,0.118566,9.293351
6,9,18,28.15,1.165338,0.023829,0.297698,0.1209,9.135754
6,9,19,28.68,1.207342,0.024106,0.297975,0.121498,9.047219
6,9,20,28.94,1.173368,0.023425,0.297294,0.120033,9.378763
6,9,20,29.94,0.97474,0.019913,0.293782,0.110661,10.166597
6,9,21,30.08,0.931053,0.018636,0.292505,0.107044,10.345229
6,9,21,31.08,0.956537,0.019421,0.29329,0.1091,10.328609
6,9,22,31.81,0.952882,0.019065,0.29293400000000003,0.108033,10.250037
6,9,23,32.26,0.959385,0.019411,0.29328,0.109088,10.599679
6,9,24,32.97,0.856218,0.017154,0.291023,0.101873,10.417605
6,9,24,33.97,0.747506,0.015435,0.289304,0.096821,10.640721
6,9,25,34.75,0.63687,0.012803,0.286672,0.088204,10.770865
6,9,25,35.75,0.78949,0.016,0.289869,0.098324,10.733532
6,9,26,36,0.817501,0.016386,0.290255,0.099512,10.70141
6,9,26,37,0.735698,0.015074,0.288943,0.095137,10.486828
6,9,27,37.88,0.645042,0.012958,0.286827,0.088131,10.18807
6,9,27,38.88,0.588151,0.011963,0.285832,0.08482,9.855229
6,9,28,39.45,0.551188,0.01109,0.284959,0.081899,9.613787
6,9,29,40.16,0.67159,0.013526,0.287395,0.090526,9.787263
6,9,29,41.16,0.50861,0.011459,0.285328,0.0834,10.178452
6,9,29,42.16,0.282977,0.005789,0.279657,0.059307,10.646437
6,9,30,42.21,0.272857,0.005526,0.279395,0.057945,10.653641
6,9,32,43.16,0.142187,0.002881,0.27675,0.041867,10.152483
6,9,32,44.16,0.140203,0.002917,0.276786,0.042015,10.234864
6,9,32,45.16,0.136268,0.002859,0.276728,0.041512,10.293598
6,9,32,46.16,0.130477,0.002707,0.276576,0.040351,10.326062
6,9,33,47.03,0.124191,0.002515,0.276384,0.038877,10.334237
6,9,33,48.03,0.113702,0.002384,0.276253,0.037822,10.329846
6,9,34,48.6,0.102696,0.002079,0.275947,0.035317,10.234576
6,9,35,49.52,0.14656,0.002966,0.276835,0.04213,10.381431
6,9,36,50.45,0.016535,3.35e-4,0.274204,0.01419,9.482045
6,9,36,51.45,0.132653,0.00284,0.276708,0.041155,10.141592
6,9,37,52.19,0.268775,0.005433,0.279302,0.056853,10.504968
6,9,37,53.19,0.208513,0.004323,0.278192,0.050708,10.249829
6,9,38,54.16,0.150066,0.003035,0.276904,0.04251,9.938823
6,9,39,55.03,0.160498,0.003264,0.277133,0.044039,9.987656
6,9,40,55.19,0.092063,0.001865,0.275734,0.033317,9.703786
6,9,40,56.19,0.175411,0.003674,0.277543,0.046779,9.864821
6,9,44,56.93,0.241429,0.004879,0.278748,0.053978,9.92974
6,9,44,57.93,0.22289,0.004581,0.27845,0.052384,9.938503
6,9,46,58.26,0.211646,0.004286,0.278155,0.05073,9.901245
6,9,47,58.77,0.144667,0.002942,0.276811,0.042393,9.872396
6,9,47,59.77,0.195437,0.004225,0.278093,0.050853,10.077689
6,9,47,60.77,0.249121,0.005511,0.27938,0.058174,10.292398
6,9,47,61.77,0.30005,0.006528,0.280397,0.063432,10.500707
6,9,47,62.77,0.342858,0.007056,0.280925,0.066073,10.68712
6,9,49,63.01,0.349935,0.007074,0.280943,0.066192,10.724274
6,9,49,64.01,0.234048,0.004794,0.278663,0.054785,10.487451
6,9,51,64.17,0.216492,0.004429,0.278298,0.052721,10.437274
6,9,51,65.17,0.09904,0.002135,0.276003,0.036611,10.118997
6,9,51,66.17,0.02315,4.94e-4,0.274363,0.017638,9.639789
6,9,52,66.95,6.99e-4,1.4e-5,0.273883,0.00299,9.212221
6,9,52,67.95,0.009939,2.1e-4,0.274079,-0.011505,8.765192
6,9,53,68.79,0.041557,8.43e-4,0.274712,-0.023075,8.415951
6,9,54,69.76,0.228479,0.004628,0.278497,-0.054385,7.910566
6,9,55,70.69,0.538141,0.010835,0.284704,-0.083045,6.672626
6,9,56,71.46,0.380322,0.007774,0.281643,-0.070394,6.786744
6,9,57,72.23,0.481216,0.009691,0.28356,-0.078703,6.614883
6,9,58,73.15,0.376107,0.007584,0.281452,-0.070147,6.585911
6,9,58,74.15,0.50787,0.010288,0.284156,-0.08183,6.384692
6,9,59,74.64,0.579637,0.011666,0.285535,-0.087248,6.284185
6,9,60,74.75,0.632982,0.012763,0.286632,-0.091595,6.127129
6,9,60,75.75,0.54565,0.011409,0.285278,-0.086316,6.350945
6,9,60,76.75,0.444674,0.009245,0.283114,-0.077475,6.584805
6,9,61,77.38,0.377037,0.007611,0.281479,-0.070196,6.750804
6,9,61,78.38,0.156646,0.003565,0.277434,-0.047807,7.608553
6,9,61,79.38,0.020808,4.88e-4,0.274357,-0.01761,8.652299
6,9,63,79.89,1.64e-4,4e-6,0.273873,-0.001531,9.08381
6,9,63,80.89,0.173179,0.003692,0.277561,0.04873,9.839142
6,9,64,81.16,0.263828,0.005328,0.279197,0.058674,9.915063
6,9,65,82.09,0.203093,0.004107,0.277976,0.05174,9.765072
6,9,65,83.09,0.242584,0.005033,0.278902,0.057555,9.891
6,9,66,83.65,0.256562,0.005188,0.279056,0.05865,9.897571
6,9,67,84.52,0.245757,0.005,0.278869,0.057297,9.945368
6,9,67,85.52,0.171564,0.003568,0.277437,0.048378,9.637604
6,9,68,85.95,0.140404,0.00287,0.276739,0.043406,9.4956
6,9,68,86.95,0.128551,0.002688,0.276556,0.042002,9.484961
6,9,68,87.95,0.112382,0.0023,0.276169,0.038892,9.436986
6,9,70,88.13,0.109651,0.002225,0.276094,0.038268,9.427436
6,9,70,89.13,0.143761,0.002919,0.276788,0.04379,9.56901
6,9,71,89.32,0.149714,0.003033,0.276902,0.044649,9.589975
6,9,71,90.32,0.107081,0.002237,0.276105,0.038194,9.353594
6,9,72,90.93,0.081047,0.001648,0.275517,0.032777,9.213754
6,9,72,91.93,0.067254,0.001375,0.275243,0.029787,9.16555
6,9,73,92.3,0.064335,0.001308,0.275176,0.029018,9.147271
6,9,74,92.76,0.193369,0.003912,0.277781,0.050573,9.124184
6,9,74,93.76,0.108279,0.002322,0.276191,0.038965,9.333383
6,9,75,94.62,0.044284,8.99e-4,0.274768,0.024271,9.402744
6,9,76,94.79,0.005476,1.12e-4,0.273981,0.008586,9.202843
6,9,77,95.39,0.002046,4.2e-5,0.27391,-0.005222,9.0719360000000009
6,9,77,96.39,0.009363,2.21e-4,0.27409,0.011975,9.383356
6,9,77,97.39,0.050515,0.001035,0.274903,0.025808,10.073003
6,9,78,97.44,0.055134,0.001126,0.274995,0.026922,10.113089
6,9,79,97.82,0.175443,0.003559,0.277428,0.047975,9.882629
6,9,79,98.82,0.024116,5.12e-4,0.274381,0.018195,9.579574
6,9,81,98.94,2.37e-4,5e-6,0.273874,0.001751,9.160904
6,9,81,99.94,5.1e-5,1e-6,0.27387,-8.2e-4,9.099486
6,9,81,100.94,8.99e-4,1.9e-5,0.273888,-0.003465,9.036402
6,9,81,101.94,0.002778,5.7e-5,0.273926,-0.006076,8.973775
6,9,82,102.61,0.004404,8.9e-5,0.273958,-0.007617,8.936584
6,9,83,103.26,9e-5,2e-6,0.273871,0.001098,9.14217
6,9,84,103.82,0.038911,7.88e-4,0.274657,0.02261,9.555096
6,9,84,104.82,0.032186,6.68e-4,0.274537,0.020815,9.537103
6,9,84,105.82,0.025687,5.38e-4,0.274407,0.018695,9.508527
6,9,84,106.82,0.019655,4.09e-4,0.274277,0.016324,9.470883
6,9,84,107.82,0.0143,2.9e-4,0.274159,0.013801,9.426277
6,9,86,107.9,0.146039,0.002958,0.276827,0.043937,9.005105
6,9,86,108.9,0.076706,0.001737,0.275606,0.033937,9.213853
6,9,86,109.9,0.021411,4.71e-4,0.274339,0.017811,9.260779
6,9,89,110.46,0.005364,1.09e-4,0.273978,0.008604,9.2108
6,9,89,111.46,0.006484,1.37e-4,0.274006,0.009605,9.190272
6,9,89,112.46,0.007556,1.62e-4,0.274031,0.010378,9.162333
6,9,89,113.46,0.008499,1.79e-4,0.274048,0.010866,9.12908
6,9,90,114.3,0.009098,1.84e-4,0.274053,0.011017,9.099436
6,9,90,115.3,0.005157,1.06e-4,0.273975,0.00833,9.102027
6,9,90,116.3,0.002299,4.8e-5,0.273916,0.005562,9.106068
6,9,90,117.3,5.78e-4,1.2e-5,0.273881,0.002777,9.111743
6,9,90,118.3,0,0,0.273869,4.4e-5,9.118934
6,9,91,118.42,6e-6,0,0.273869,-2.81e-4,9.119888
6,9,91,119.42,0.001061,2.3e-5,0.273892,-0.003828,9.12414
6,9,91,120.42,0.003939,8.5e-5,0.273954,-0.00739,9.117076
6,9,91,121.42,0.008252,1.71e-4,0.27404,-0.010448,9.099281
6,9,93,121.54,0.008679,1.78e-4,0.274047,-0.010673,9.097054
6,9,93,122.54,0.001361,2.8e-5,0.273897,-0.004232,9.115911
6,9,93,123.54,3.74e-4,8e-6,0.273877,0.002204,9.117858
6,9,94,123.91,0.00152,3.1e-5,0.2739,0.004427,9.114505
6,9,94,124.91,2e-6,0,0.273869,1.79e-4,9.11917
6,9,95,125.55,2.05e-4,4e-6,0.273873,-0.001641,9.116287
6,9,96,125.68,0.006417,1.3e-4,0.273999,0.009106,9.142907
6,9,96,126.68,0.009669,2.1e-4,0.274079,0.011552,9.162561
6,9,97,127.66,0.011291,2.31e-4,0.2741,0.012096,9.182455
6,10,2,0.01,0.438092,0.008873,0.282742,-0.074443,9.091004
6,10,3,0.94,0.373688,0.00754,0.281409,-0.069171,9.407368
6,10,4,1.8,0.264912,0.005381,0.27925,-0.058495,9.225119
6,10,5,1.89,0.376232,0.007593,0.281461,-0.069605,9.30406
6,10,5,2.89,0.259385,0.00565,0.279519,-0.060135,9.255758
6,10,5,3.89,0.141559,0.003002,0.276871,-0.04394,9.187973
6,10,6,4.3,0.100861,0.002042,0.275911,-0.036284,9.160707
6,10,6,5.3,0.028851,5.89e-4,0.274458,-0.019609,9.111826
6,10,7,5.4,0.024479,4.98e-4,0.274367,-0.018053,9.109838
6,10,7,6.4,0.034063,7.01e-4,0.27457,-0.02168,9.127016
6,10,8,7.15,0.042787,8.75e-4,0.274744,-0.024519,9.141043
6,10,8,8.15,0.133179,0.002735,0.276604,-0.043623,9.321283
6,10,9,8.26,0.143994,0.002942,0.276811,-0.04528,9.342896
6,10,9,9.26,0.118107,0.002536,0.276405,-0.042294,9.424069
6,10,9,10.26,0.088503,0.001886,0.275755,-0.036772,9.471305
6,10,10,11.03,0.066218,0.001345,0.275214,-0.031281,9.476674
6,10,11,11.15,0.065934,0.00134,0.275209,-0.031217,9.476523
6,10,12,11.91,0.059699,0.001211,0.275079,-0.029138,9.396482
6,10,12,12.91,0.046308,9.52e-4,0.274821,-0.025758,9.296932
6,10,12,13.91,0.034117,6.99e-4,0.274568,-0.022025,9.210658
6,10,13,14.32,0.029760000000000002,6.06e-4,0.274475,-0.020498,9.181219
6,10,13,15.32,0.037236,7.99e-4,0.274668,-0.023394,9.171873
6,10,13,16.32,0.042797,8.98e-4,0.274767,-0.024693,9.144104
6,10,14,16.77,0.044399,9.02e-4,0.274771,-0.024703,9.126593
6,10,14,17.77,0.049613,0.001036,0.274904,-0.0264,9.158556
6,10,14,18.77,0.054546,0.001151,0.27502,-0.027774,9.192861
6,10,14,19.77,0.058978,0.001237,0.275106,-0.028749,9.2279890000000009
6,10,14,20.77,0.062722,0.001284,0.275153,-0.029273,9.262458
6,10,15,21.09,0.062054,0.001259,0.275128,-0.028982,9.269595
6,10,16,21.45,0.016239,3.36e-4,0.274205,-0.015021,9.165714
6,10,18,22.36,0.037526,7.61e-4,0.274629,-0.022416,9.218982
6,10,18,23.36,0.049932,0.001071,0.27494,-0.026445,9.293819
6,10,18,24.36,0.060532999999999997,0.001275,0.275144,-0.028779,9.357271
6,10,19,24.89,0.064822,0.001312,0.275181,-0.029191,9.379224
6,10,19,25.89,0.090364,0.001848,0.275716,-0.034748,9.462048
6,10,20,26.55,0.108783,0.002206,0.276075,-0.038081,9.499979
6,10,20,27.55,0.178017,0.003793,0.277662,-0.049236,8.890224
6,10,21,27.91,0.194407,0.003958,0.277827,-0.05014,8.727367
6,10,21,28.91,0.231134,0.004769,0.278638,-0.055071,8.804903
6,10,21,29.91,0.268461,0.005521,0.27939,-0.059362,8.8793
6,10,22,30.18,0.278204,0.005701,0.27957,-0.060362,8.895879
6,10,22,31.18,0.28796,0.005842,0.27971,-0.061113,8.870177
6,10,23,31.48,0.289871,0.005852,0.279721,-0.061173,8.862692
6,10,24,32.23,0.252474,0.005184,0.279053,-0.057535,8.960933
6,10,25,32.77,0.242433,0.004977,0.278846,-0.056356,9.068327
6,10,25,33.77,0.469313,0.009461,0.28333,-0.077519,9.670595
6,10,26,33.79,0.472563,0.009515,0.283384,-0.077731,9.674646
6,10,27,34.78,0.596769,0.011996,0.285865,-0.086708,9.496131
6,10,28,35.71,0.552105,0.011109,0.284978,-0.084174,9.611065
6,10,30,36.36,0.286172,0.005788,0.279657,-0.059709,9.036683
6,10,32,36.81,0.009116,1.85e-4,0.274054,-0.010624,9.028121
6,10,32,37.81,0.018038,3.68e-4,0.274237,-0.015024,9.009887
6,10,33,38.65,0.027477,5.58e-4,0.274427,-0.018507,9.0021350000000009
6,10,33,39.65,0.020912,4.29e-4,0.274298,-0.016182,8.980228
6,10,33,40.65,0.014967,3.04e-4,0.274173,-0.01358,8.970242
6,10,34,40.75,0.014469,2.93e-4,0.274162,-0.013338,8.96995
6,10,35,41.46,0.013863,2.81e-4,0.27415,-0.013039,8.968706
6,10,39,42.11,0.01439,2.92e-4,0.274161,-0.01327,8.943329
6,10,39,43.11,5.14e-4,1.1e-5,0.27388,-0.002576,9.09899
6,10,40,43.87,0.002537,5.1e-5,0.27392,0.005597,9.139232
6,10,43,44.79,0.003883,7.9e-5,0.273948,-0.006901,9.079167
6,10,43,45.79,0.003645,7.4e-5,0.273943,-0.006733,9.080833
6,10,43,46.79,0.003378,6.9e-5,0.273938,-0.006486,9.082318
6,10,44,47,0.003191,6.5e-5,0.273934,-0.006301,9.083253
6,10,44,48,0.003689,7.5e-5,0.273944,0.006825,9.166237
6,10,45,48.24,0.007787,1.58e-4,0.274027,0.009883,9.190444
6,10,45,49.24,0.027249,5.62e-4,0.274431,0.018651,9.311231
6,10,46,49.87,0.044178,8.95e-4,0.274764,0.023545,9.401572
6,10,46,50.87,0.029766,6.1e-4,0.274479,0.019374,9.30446
6,10,47,51.27,0.024333,4.93e-4,0.274362,0.0174,9.266613
6,10,47,52.27,0.007928,1.7e-4,0.274039,0.010217,9.193802
6,10,48,53.13,0.001013,2.1e-5,0.27389,0.003568,9.139164
6,10,49,53.77,0.08329,0.001686,0.275555,0.032662,8.619199
6,10,49,54.77,0.052645,0.001079,0.274948,0.026107000000000002,8.641256
6,10,50,55.34,0.03731,7.56e-4,0.274625,0.021849,8.67903
6,10,50,56.34,0.003605,7.4e-5,0.273943,0.00683,8.989232
6,10,51,56.61,5.49e-4,1.1e-5,0.27388,0.002636,9.069605
6,10,51,57.61,0.016519,3.43e-4,0.274212,-0.01459,9.438961
6,10,52,58.3,0.052521,0.001064,0.274933,-0.025626,9.732513
6,10,52,59.3,0.079716,0.001626,0.275495,-0.031761,9.845316
6,10,53,59.64,0.087207,0.001767,0.275636,-0.033156,9.859929
6,10,54,60,0.028075,5.72e-4,0.274441,-0.018913,9.52645
6,10,55,60.78,5.25e-4,1.1e-5,0.27388,-0.002618,9.173134
6,10,55,61.78,8.84e-4,2e-5,0.273889,-0.003561,9.154128
6,10,56,62.77,9.96e-4,2e-5,0.273889,-0.003591,9.117995
6,10,57,63.7,0.024426,4.95e-4,0.274364,0.017934,9.155983
6,10,57,64.7,0.118504,0.002453,0.276322,0.039653,9.451352
6,10,58,64.94,0.139785,0.002848,0.276716,0.042683,9.532486
6,10,59,65.23,0.008601,1.74e-4,0.274043,0.010542,9.326339
6,10,59,66.23,0.011004,2.3e-4,0.274099,0.012117,9.343598
6,10,59,67.23,0.013626,2.89e-4,0.274158,0.013598,9.355535
6,10,59,68.23,0.01637,3.46e-4,0.274215,0.014918,9.360966
6,10,59,69.23,0.019127,3.97e-4,0.274266,0.016014,9.358988
6,10,60,69.95,0.021033,4.26e-4,0.274295,0.016633,9.352941
6,10,61,70.11,0.017405,3.55e-4,0.274223,0.015163,9.348709
6,10,62,70.15,0.008173,1.66e-4,0.274035,0.010381,9.3081410000000009
6,10,62,71.15,7.03e-4,1.4e-5,0.273883,-0.003099,9.062463
6,10,63,71.21,0.001091,2.2e-5,0.273891,-0.003849,9.048684
6,10,63,72.21,0.011501,2.4e-4,0.274109,-0.012894,8.864064
6,10,64,72.68,0.02005,4.17e-4,0.274286,-0.017139,8.767201
6,10,65,73.01,0.017213,3.59e-4,0.274228,-0.015934,8.783887
6,10,65,74.01,0.013726,2.95e-4,0.274164,-0.014791,8.79269
6,10,65,75.01,0.009925,2.08e-4,0.274077,-0.012763,8.820061
6,10,66,75.51,0.008026,1.63e-4,0.274031,-0.011455,8.842045
6,10,66,76.51,0.001705,3.6e-5,0.273905,-0.00546,8.987607
6,10,66,77.51,1.04e-4,2e-6,0.273871,0.001362,9.15191
6,10,66,78.51,0.003844,8e-5,0.273949,0.008286,9.319125
6,10,67,78.77,0.005595,1.14e-4,0.273983,0.009952,9.359173
6,10,68,78.91,0.005838,1.2e-4,0.273988,0.01018,9.362746
6,10,69,79.14,0.004186,8.5e-5,0.273954,0.008598,9.295525
6,10,70,79.29,0.006059,1.23e-4,0.273992,0.010424,9.328874
6,10,71,79.46,0.021382,4.35e-4,0.274303,0.020415,9.52293
6,10,72,80.28,0.523072,0.01124,0.241006,-0.083236,9.760766
6,10,72,81.28,0.531972,0.012015,0.241781,-0.086263,9.305653
6,10,72,82.28,0.495944,0.010764,0.24053,-0.081875,9.131426
6,10,73,82.48,0.487069,0.010406,0.240172,-0.080543,9.122652
6,10,75,83.46,0.784294,0.016695,0.246461,-0.101954,8.461343
6,10,75,84.46,0.94916,0.021223,0.250988,-0.114656,7.924671
6,10,75,85.46,1.045217,0.02249,0.252255,-0.117992,7.837165
6,10,76,85.68,1.06574,0.022591,0.252357,-0.118189,7.937983
6,10,77,85.75,1.118504,0.023692,0.253458,-0.120687,8.364145
6,10,78,86.49,1.029615,0.021865,0.251631,-0.116063,8.713317
6,10,78,87.49,1.459452,0.030946,0.260711,-0.138201,8.7341
6,10,79,87.59,1.487767,0.031329,0.261094,-0.139052,8.731164
6,10,80,88.02,1.454421,0.030641,0.260406,-0.137025,8.880139
6,10,81,88.49,1.484355,0.031281,0.261046,-0.138932,8.736652
6,10,82,88.93,1.283877,0.027417,0.257183,-0.129052,9.022438
6,10,82,89.93,1.697985,0.037931,0.267697,-0.151382,8.978032
6,10,82,90.93,2.017759,0.043235,0.273,-0.161391,8.972147
6,10,83,91.18,2.08301,0.044034,0.2738,-0.162848,8.973265
6,10,83,92.18,2.158317,0.046479,0.276245,-0.167294,9.353671
6,10,84,92.35,2.150004,0.046025,0.275791,-0.166445,9.316764
6,10,84,93.35,1.729619,0.037669,0.267434,-0.15083,10.069801
6,10,85,93.43,1.681255,0.036137,0.265903,-0.147761,10.226647
6,10,85,94.43,1.583506,0.034009,0.263775,-0.143039,10.019728
6,10,86,94.51,1.562989,0.033302,0.263068,-0.141513,9.951044
6,10,86,95.51,1.242977,0.026277,0.256043,-0.12566,9.913922
6,10,87,95.53,1.240784,0.026237,0.256003,-0.125562,9.909241
6,10,87,96.53,1.333122,0.029258,0.259024,-0.13227,9.806138
6,10,87,97.53,1.344117,0.028653,0.258419,-0.130772,9.672193
6,10,88,97.65,1.337644,0.028374,0.25814,-0.130132,9.655039
6,10,89,98.36,0.899717,0.019102,0.248868,-0.107159,13.482336
6,10,89,99.36,0.722138,0.015434,0.2452,-0.096284,13.041249
6,10,90,99.61,0.694146,0.014848,0.244614,-0.094425,12.932413
6,10,91,99.76,0.866858,0.018418,0.248183,-0.105064,13.353585
6,10,91,100.76,0.717708,0.015666,0.245432,-0.096699,13.380492
6,10,91,101.76,0.560477,0.012086,0.241852,-0.084862,13.166463
6,10,92,102.02,0.51466,0.011092,0.240858,-0.081284,13.129295
6,10,93,102.15,0.374836,0.008016,0.237782,-0.069156,13.254906
7,1,1,0.01,1.019094,0.011646,0.598394,-0.596857,0.542727
7,1,3,0.39,0.816663,0.00933,0.596078,-0.535865,0.472334
7,1,3,1.39,0.701699,0.00819,0.594938,-0.503461,0.426284
7,1,6,1.86,0.698022,0.007995,0.594743,-0.496475,0.407999
7,1,7,2.79,0.915188,0.010426,0.597174,-0.562309,0.221587
7,1,7,3.79,1.092926,0.012558,0.599306,-0.61449,0.310217
7,1,9,4.12,1.140133,0.012972,0.59972,-0.624155,0.325454
7,1,9,5.12,1.107492,0.01281,0.599558,-0.616591,0.344124
7,1,10,5.93,1.058159,0.012038,0.598786,-0.59643,0.328971
7,1,10,6.93,1.102293,0.012932,0.59968,-0.617932,0.296442
7,1,11,7.49,1.07567,0.012238,0.598986,-0.601727,0.256118
7,1,12,8.42,1.0286,0.011704,0.598452,-0.588256,0.282542
7,1,13,9.34,1.453667,0.016431,0.603179,-0.696796,0.449494
7,1,13,10.34,1.53331,0.017333,0.604081,-0.714334,0.456497
7,1,15,10.51,1.546459,0.017472,0.60422,-0.717194,0.45095
7,1,15,11.51,1.544429,0.017707,0.604455,-0.722836,0.546279
7,1,16,12.17,1.513797,0.017151,0.6039,-0.712953,0.542324
7,1,16,13.17,1.403596,0.01596,0.602708,-0.688143,0.52642
7,1,18,13.59,1.355609,0.015398,0.602146,-0.676366,0.498855
7,1,18,14.59,1.136843,0.013558,0.600306,-0.635339,0.489528
7,1,18,15.59,0.895234,0.010908,0.597657,-0.570655,0.460139
7,1,18,16.59,0.646114,0.007578,0.594326,-0.476423,0.437668
7,1,20,16.87,0.587637,0.006752,0.5935,-0.449982,0.427031
7,1,22,17.86,0.97623,0.011114,0.597862,-0.579858,0.088076
7,1,22,18.86,0.994541,0.01168,0.598428,-0.594651,0.107166
7,1,24,19.76,0.928951,0.01058,0.597328,-0.567824,0.093137
7,1,24,20.76,0.906424,0.01066,0.597408,-0.57034,0.095564
7,1,24,21.76,0.87125,0.010388,0.597136,-0.563763,0.098683
7,1,24,22.76,0.825216,0.009806,0.596554,-0.54884,0.101187
7,1,24,23.76,0.770662,0.008977,0.595726,-0.526586,0.103121
7,1,25,24.38,0.742128,0.008478,0.595226,-0.512724,0.107349
7,1,26,24.47,0.790615,0.009076,0.595824,-0.530396,0.133242
7,1,27,24.71,0.420595,0.004825,0.591573,-0.383479,0.359592
7,1,27,25.71,0.287351,0.003421,0.590169,-0.323399,0.340408
7,1,27,26.71,0.168556,0.001993,0.588741,-0.247468,0.318691
7,1,28,27.23,0.116732,0.001345,0.588093,-0.203629,0.306332
7,1,29,28.16,0.022351,2.58e-4,0.587006,-0.088511,0.259722
7,1,29,29.16,0.186527,0.002232,0.58898,-0.260041,0.200945
7,1,30,29.43,0.246041,0.002831,0.589579,-0.292826,0.186681
7,1,30,30.43,0.453011,0.005285,0.592033,-0.40601,0.205437
7,1,31,30.7,0.510377,0.005847,0.592595,-0.428868,0.214728
7,1,31,31.7,0.74893,0.008738,0.595487,-0.525322,0.333507
7,1,32,32.59,0.967449,0.011011,0.597759,-0.592154,0.461765
7,1,32,33.59,0.906222,0.010385,0.597133,-0.57758,0.509881
7,1,33,33.87,0.883186,0.010071,0.596819,-0.570053,0.51097
7,1,33,34.87,0.705298,0.008712,0.59546,-0.531106,0.42435
7,1,33,35.87,0.488787,0.006068,0.592816,-0.444507,0.329954
7,1,36,36.5,0.351381,0.004075,0.590823,-0.365304,0.295463
7,1,36,37.5,0.159725,0.001897,0.588646,-0.247432,0.267974
7,1,37,37.86,0.108264,0.001258,0.588006,-0.200944,0.261959
7,1,37,38.86,0.234598,0.002713,0.589461,-0.295551,0.323565
7,1,38,38.95,0.244875,0.002817,0.589565,-0.301218,0.329414
7,1,40,39.81,0.182768,0.002144,0.588892,-0.261665,0.317488
7,1,41,39.88,0.176719,0.002034,0.588782,-0.253138,0.323268
7,1,41,40.88,0.120678,0.001428,0.588176,-0.211613,0.305005
7,1,41,41.88,0.0734,8.75e-4,0.587623,-0.16553,0.2875
7,1,41,42.88,0.037159,4.36e-4,0.587185,-0.117011,0.272662
7,1,42,43.45,0.022007,2.54e-4,0.587002,-0.089378,0.265903
7,1,42,44.45,0.006008,7.2e-5,0.58682,-0.04777,0.257797
7,1,42,45.45,1.1e-5,0,0.586748,-0.002024,0.252852
7,1,43,45.58,3.2e-5,0,0.586749,0.003413,0.252589
7,1,43,46.58,5.27e-4,6e-6,0.586755,0.014478,0.254072
7,1,43,47.58,0.00162,2e-5,0.586768,0.025475,0.258598
7,1,44,48.46,0.003928,4.6e-5,0.586794,0.038841,0.267052
7,1,46,48.6,0.030732,3.55e-4,0.587103,0.108854,0.3158
7,1,46,49.6,0.06103,7.51e-4,0.587499,0.157336,0.308364
7,1,47,50.27,0.080989,9.54e-4,0.587702,0.176641,0.291196
7,1,47,51.27,0.096069,0.00111,0.587859,0.190499,0.288416
7,1,48,51.35,0.09742,0.001123,0.587871,0.191569,0.287852
7,1,48,52.35,0.147473,0.001777,0.588525,0.239644,0.292133
7,1,49,53.24,0.186914,0.002151,0.588899,0.263031,0.291396
7,1,50,54.19,0.221568,0.00255,0.589298,0.286541,0.314726
7,1,51,54.88,0.375049,0.004303,0.591051,0.37599,0.383836
7,1,52,54.96,0.382067,0.004383,0.591131,0.381783,0.369633
7,1,53,55.91,0.294535,0.003385,0.590133,0.33627,0.311094
7,1,53,56.91,0.353154,0.004227,0.590975,0.378198,0.315341
7,1,53,57.91,0.397528,0.004657,0.591405,0.399705,0.303597
7,1,54,58.21,0.406606,0.004695,0.591444,0.402159,0.297184
7,1,54,59.21,0.34519,0.004099,0.590847,0.373347,0.314983
7,1,54,60.21,0.280016,0.003307,0.590055,0.3339,0.331582
7,1,56,60.79,0.24177,0.002792,0.589541,0.306294,0.340606
7,1,56,61.79,0.151656,0.001803,0.588551,0.245461,0.302822
7,1,56,62.79,0.07803,9.12e-4,0.58766,0.174266,0.271636
7,1,59,63.09,0.069764,8.07e-4,0.587555,0.164076,0.268517
7,1,60,63.15,0.120708,0.00139,0.588139,0.216744,0.287976
7,1,60,64.15,0.092985,0.001114,0.587862,0.192838,0.290072
7,1,60,65.15,0.065317,7.73e-4,0.587522,0.16008,0.287356
7,1,61,65.69,0.052084,6e-4,0.587348,0.140804,0.284687
